title,summary,can_read
Some of the personal reminiscences at home and abroad of Simon Wolf. Foreword by Hon. Henry B.F. Macfarland; poem by Hon.W.P. Stafford; sketch by Hon. S.J. Peele.,"Wolf, the American consul in Egypt during the time of the Arab Revolt, writes an excellent and entertaining account of his time there. Being Jewish provided him with a famous bon mot: “Prior to one of the contemplated uprisings by the Egyptians, while seated one day on the veranda of the Shepherd [sic] Hotel, talking with General Stone, and drinking a cup of coffee, the acting Consul-General of England came up to me in great excitement and said, ‘My dear colleague, there is going to be an uprising among the natives tonight and they are going to slaughter all the Christians and Europeans.’ I drink my coffee very complacently, and receiving no response from me, he reiterated his statement, and I replied, ‘How does that concern me; I am neither a European nor a Christian,’ ” pp. 14-15. Illustrated with photographs.",false
To-day on the Nile . . . Illustrated with photogravures.,"A compilation of the experiences of the author’s six trips to Egypt, it is a very guidebook-like account, full of travelers’ hints and listings of facts. Illustrated with photographs.",false
Some world-circuit saunterings.,"An Episcopalian bishop on an around-the-world trip, sponsored by his diocese to celebrate the twentieth anniversary of his episcopacy, Nichols stops in Egypt and travels from Alexandria to Cairo, and up the Nile to Luxor with a side trip from Port Said as he started his visit. An entertaining account, well-written. Illustrated with photographs.",true
Souvenirs de notre tour du monde,"A brief stop in Alexandria and Suez is  described as Krafft goes on an around-the-world trip. He traveled with Charles Kessler, and Louis Borchard. Illustrated with photographs.",true
Souvenirs du Nil; la premiere Cataracte.,No info. CITED IN HILMY.,false
Spring days in two hemispheres.,"A brief account of Mathews' visit to Port Said, Cairo, Luxor, and Aswan as part of her around-the-world trip. Illustrated with photographs.",true
Suemma’s trip around the world.,"Coleman visited Egypt as part of an around-the-world trip, seeing Port Said, Cairo, and Luxor. A basic account by Coleman, who was a young girl at the time. “We arrived in Luxor, there were no vacant rooms in the Grand Luxor Hotel so we were given a bungalow in the yard,” p. 74. Traveled with her parents, William H. and Sallie E. Coleman, and Fanny Morrison, a friend. Illustrated with photographs.",false
T. M. Wiborg's reisebreve.,"Visited Alexandria, Cairo, Luxor, and Nile to Aswan. UNREAD. Illustrated with photographs.",false
Tales of travel all around the world.,"A former Assistant Secretary of the Treasury, Taylor stopped in Egypt, traveling from Alexandria to Aswan, on his around-the- world trip.",true
Ten years’ digging in Egypt (1881-1891),b.    A scholarly approach to the work Petrie was doing in Egypt in the years 1881-91.,true
The accursed land; or. First steps on the water-way of Edom.,"Primarily an account of the Sinai, with Colvile giving a good account of the journey from the Suez area to the heart of the desert. Illustrated.",false
The banks of the Nile.,More of a history book with some personal anecdotes. Todd traveled all over Egypt. Illustrated with colored plates by Ella du Cane.,true
The book and the land.,"Attending the Worlds' Fourth Sunday School Convention in Jerusalem, Van Schoick avoided all the side trips made in Egypt except for the Pyramids. ""Our Saviour's brief sojourn in Egypt was long enough to make that land forever attractive to all lovers of the Bible and of Him Whom the Bible exalts as King of kings and Lord of lords,"" p. 183.",true
The cities of Egypt.,"Poole, the son of Sophia Poole (q.v.) and nephew of Edward William Lane (q.v.), spent many years in Egypt as a boy and returned regularly. This account covers a period of around 1882. A basic description of the Egyptian cities mentioned in the Bible, including Memphis, On, Sin, Pithom, Goshen, Alexandria and a few others. Poole gives the Biblical account, and then a present description of the city or sight. Modern scholarship will probably find some of Poole's assumptions dubious, but the book gives fascinating insight into the nineteenth century's outlook on archaeology. Poole was also the Keeper of Coins at the British Museum.",true
The city of the caliphs; a popular study of Cairo and its environs and the Nile and its antiquities.,"A sort of ""hints on what to expect and see in Egypt."" A very detailed, historical account of Egypt from Cairo to Aswan, including the Suez Canal. ""It seems, perhaps, strange to include what to Western minds is a purely private and domestic function in this chapter; but a native wedding seems to be considered, at all events by lady travellers, one of the recognized sights of Cairo,"" p. 198. Illustrated with photographs.",true
The complete works of the Swami Vivekananda.,"TraveUng from India to Europe, the well-known swami traveled through the Suez Canal, commenting on the spirituality of Egypt. He never landed, however.",true
The critic in the Orient.,"On an around-the-world tour. Fitch makes a brief stop in Egypt, visiting Port Said, Cairo, and Luxor. A tourbook-like account with descriptions of likely encounters: ""These street peddlers are wonderfully keen judges of nationality and they manage to make life a burden to the American Tourist for their unwearied and smiling persistence,"" p. 139.",true
The desert campaigns.,"A detailed account of the Egyptian Expeditionary Force sent to protect British interests in Egypt during the First World War. Illustrated by James McBey (1883- ), the official artist with the Egyptian Expeditionary Force. Massey was the official newspaper correspondent for the Egyptian Expeditionary Force.",true
"The Old world in the new century; being the narrative of a tour of the Mediterranean, Egypt and the Holy Land, with some information about the voyage and places visited.","""Cairo is the greatest winter resort on Earth. It is thronged with tourists and with winter guests. The presence of the latter gives the hotels their habit of ease and luxury, and make it difficult to serve an early breakfast,"" p. 322. Visiting Alexandria, Cairo and the Nile to Aswan, Barton gives a basic account of Egypt. Illustrated with photographs.",true
"The digressions of V written for his own fun and that of his friend; containing the quaint legends of his infancy, an account of his stay in Florence, the garden of lost opportunities, return home on the track of Columbus, his struggle in New York in war-time coinciding with that of the nation, his prolonged stay in Rome, and likewise his prattlings upon art, tamperings with literature, struggles with verse,","Elihu Vedder, the American painter well-known for his murals and the painting ""The Secret of the Sphinx,"" took a trip up the Nile in 1889-90. In his sort-of autobiography, he devotes about four pages to the subject of Egypt. In this brief sketch, he gives a good, concise account of his impressions of Egypt.",false
The earth girdled. The world as seen to-day.,"On an around-the- world trip, Talmage visited Suez, Cairo, Alexan- dria, Luxor and Aswan. Interesting, detailed account. Traveled with Frand De Witt Talmage. Illustrated with photographs.",true
The education of Henry Adams.,No info,true
The education of Henry Adams: an autobiography.,"In his brilliant Education, Adams makes a passing comment on Egypt which he visited at the age of 60, after years of a life filled with travel and contemplation. The following short passage (less than a page) is a good example of Adams' elegiac tone (as well as some looseness with the facts, since Karnak is actually hundreds of miles from the Sphinx): ""One leant on a fragment of column in the great hall at Karnak and watched a jackal creep down the debris of ruin. The jackal's ancestors had surely crept up the same wall when it was building. What was his view about the value of silence? One lay in the sands and watched the expression of the Sphinx,"" p. 360. Adams had visited Egypt before in 1872 with his wife.",true
"The Holy City, Athens and Egypt: founded on personal observation and the researches of modern explorers.","Traveling with a tour group, the ""Palestine Pilgrims,"" Charley visited Alexandria and Cairo. Devotes a good part of his account to the historical lectures the group received on the trip.",false
The Holy Land.,"Filled with facts and a long section on the Suez Canal, Alder’s account of Port Said, Cairo, and Alexandria is informative but not too interesting. Includes a poem on Egypt: “What secret dread behind ye lies? What happened when the Sphinx was young? E’er turning to the rising sun?”    p. 363",false
"The homely diary of a diplomat in the East, 1897-1899.","Diplomatic agent and Consul-general of the United States in Cairo, Harrison gives a good description of an American's life in tum-of- the-century Egypt. Written in a diary format, he gives many descriptions of court life, including seating diagrams of state dinners. ""In the evening we went to the opera house to see some amateurs acting for the benefit of the Society for the Prevention of Cruelty to Animals, and were afflicted beyond measure by the 'awful rot' that was impudently displayed,"" pp. 243-44. Traveled with his wife Louise. Good reading. Illustrated with portraits of the principals.",true
The land of holy light.,"A brief account of Port Said, Cairo, and Alexandria. Illustrated with photographs.",false
The land of Khemi. Up and down the middle Nile,"First visiting Egypt in 1841, Oliphant visited seven more times before his trip in 1881. This account is an attempt to popularize a few sights in Cairo and the Fayyum, describing little else. “We could not leave the Fayoum without wondering at the neglect of the tourist who has done Thebes, and Luxor, and the Second Cataract, and in looking for more worlds to conquer—of a region with so many attractions, and so accessible. The sportsman, the artist, and the archeologist will all find their tastes gratified in this charming oasis,” p. 103. Originally published in Blackwood’s Magazine. Illustrated.",true
The land of the khedive.,"Filled with purple prose describing all the sights from Alexandria to Wadi Haifa (and on to Khartoum), Felberman includes sections on the past history of Egypt, present life there, as well as Nile sights and animals. ""At Cairo it is very easy to get about. There is an excellent service of electric trams connecting the town with all the suburbs, and running as far as the Pyramids,"" p. 20. Illustrated with many photographs.",false
The land of the monuments; notes of Egyptian travel.,"Pollard visits, in addition to all the usual sights. Missionary schools and the sights where Mariette worked. Gives a very basic account with quotations from earlier travelers and many lists. Travels from Alexandria to Wadi Haifa and the Suez Canal. Illustrated with lithographs.",true
The land of the pharaohs through the perfecscope: describing a series of one hundred original stereoscopic photographs.,"The key to a set of stereoscopic views of a step-by-step tour of Egypt from the Suez Canal to Luxor. ""Who does not wish to see the quaint and peculiar Arab life in its various phases along the beautiful valley of the Nile and upon the Sahara desert of death?"" p. 3. Good descriptions of sights. Unclear who the photographers were or when they traveled.",false
The land of the sphinx. With one hundred and eighty-six illustrations by the author.,"a. Montbard, an illustrator and caricaturist, was exiled from his native France after 1871 and resided in England until his death. This book is a humorous account interspersed with serious commentary on the state of Egypt. Including some wicked portraits of his fellow travellers (“Un entendit un froissement febrile de pages; c’etaient des colis vivants expedies par Cook et Cie, ‘nationality diverses, destination du Caire, ports payes assures en cas d’accidents,’ feuille tant leurs guides pour y trouver la note descriptive qui, legerement mutilee, et augmented de leurs impressions personnelles, fut inscrite avec recueillement, d’un air pensif, sur les notes-books” p. 28), Montbard travels only in Alexandria and the Cairo area.",false
The leisure of an Egyptian official.,"Cecil spent eighteen years in Egypt in various governmental capacities for the British; serving, by most accounts, as a relatively easy taskmaster. In these letters, written for the amusement of his family at home, he gives the lighter side — for the British at least — of British rule in Egypt.",true
The light side of Egypt.,"Traveling from Alexandria to Wadi Haifa, Thackeray illus- trated the trip with 36 humorous color sketches accompanied by text that is inseparable from the pictures themselves. Includes an introduction by George Ade (q.v.).",false
The modern Odyssey.,"On an around-the-world trip, the anonymous author visits Suez, Cairo and Alexandria.",false
The old world and its ways.,"Bryan, the ""prairie populist"", and several times candidate for U.S. President, visited Egypt (Alexandria to Luxor, and on to the Suez Canal) as part of his around-the-world trip. ""We reached Egypt after the regular tourist season was over and could not visit all the ruins. We selected the most famous, those of the two ancient cities, Thebes, and Memphis, and they alone would repay a visit to Egypt,"" p. 316. Amazed by the antiquity of Egypt, Bryan gives an interesting account. Traveled with wife, Grace, and son, William Jr. Illustrated with photographs.",true
The old world through new world eyes; the development of the Orient & central Europe & Great Britain traced on chronological & geographical lines.,"A very brief account of Alexandria and Cairo with a long section on the history of Egypt. Loring traveled with his wife, Anna P. Loring. Illustrated with photographs.",false
The people of Egypt.,"After an unsigned, brief, introduction in the third person, the rest of this book is more of Thackeray's sketches of Europeans in Egypt.",true
The quick traveler.,"""A correct memorandum of a trip to London and Stratford, Paris and Marseilles, Rome and Naples, Egypt and the Sudan, taken from the daily record of events kept during the trip with a particular view to the comical side of all occurrences, descriptions omitted."" Spending 21 days and 25 pages on Egypt, Hart is true to his title, telling us of Shepheard's Hotel's lack of sufficient towels and his trip to the Luxsor Turf Club where he watches donkeys, pigs, dogs and camels race. Hart travelled as far as Wadi Haifa, stopping at all the sights, but describes none.",true
The redemption of Egypt.,"Written to show the state of Egypt and how its politics, govern- ment, educational system and various pubhc works operate. Filled with the history of Egypt. Worsfold travels to Alexandria, Cairo, Luxor, and the Fayyum. Illustrated with photographs.",true
The repose in Egypt; a medley.,"A book that appeals to all tastes. In this curious account of Egypt Wallace, a popular writer of the nineteenth century, intersperses her own description of things: she introduces Biblical stories, fictionalized accounts of Egyptian history, a description of the antiquities, along with a straightforward account of recent Egyp- tian history. Her travels took her to Alexandria, Cairo, Suez, and the Siwa oasis.",true
Une enquete aux pays du Levant.,A brief account of Alexandria before Barres went on to the rest of the Near East.,false
The spell of Egypt.,"A slick, professional account written for the ""Spell Series"" of the Page Company, Boston. Comprehensive, but far too impersonal to be interesting at this late date. Bell wrote a series of these ""The Spell of"" books for various parts of the world. Illustrated with photographs.",true
The spell of Egypt.,"A well-written, but disengaged work. Covers all the details of Egypt from Alexandria to Aswan, but has neither energy nor spirit. “Why do you come to Egypt? Do you come to gain a dream, or to regain lost dreams of old; to gild your life with the dreamy gold of romance, to lose a creeping sorrow, to forget that too many of your hours are sullen, gray, bereft? What do you wish of Egypt?” p. 5. Illustrated with paintings by Jules Guerin and photographs. Note: First edition issued under the title Egypt and its monuments.",true
"The Theodore Roosevelt family in Egypt, from the book Strolls along the Nile, the river of life; being the reminiscences of a world traveller.","Cosman, a Dutch employee of the Egyptian State Railroad, conducted Theodore Roosevelt, Mrs. Roosevelt and their daughter Emily on their trip through Egypt in 1910. Cosman took care of the Roosevelts on their train trip from Cairo to Luxor, seeing them safely to the Winter Palace Hotel. After they visited the Sudan, Cosman saw them back to Cairo where they stayed at Shepheard’s Hotel. Cosman recounts how after leaving the Roosevelts, Teddy gave a speech at the El Ahzar University in Cairo soon after the assassination of the unpopular Pasha. Roosevelt praised the slain despot arousing the ire of the Cairenes to such a pitch that he had to be hustled out of Cairo to Alexandria and off to Italy. Cosman’s book, written 30 years after the fact—when he came to live in the United States, includes facsimiles of letters to and from members of Congress, the FDR’s White House, and the Roosevelt family.",false
The varied grace of nature's face.,"A selection of descriptive poems, a number of which concern Egypt (Cairo and Alexandria). Smythe, a young girl at the time, actually visited Egypt. The poems were reprinted with others in Over the Hills and Far Away (Boston, 1913).",true
"The voyage of the ""Wanderer, "" from the journals and letters of C. and S. Lambert.","Compiled from the journals and letters of Lambert by Gerald Young. On an around-the- world trip, Lambert made a brief stop in Egypt, visiting Cairo, Port Said and Suez. Illustrated.",true
The world as we saw it.,"On an around-the-world trip. Little visited Suez, Cairo, and Alexandria before continuing on to Syria. A basic account of a brief stop. Illustrated with engravings and photographs.",false
"Three journeys around the world; or, Travels in the Pacific islands, New Zealand, Australia, Ceylon, India, Egypt, & other Oriental countries.","On an around-the-world trip, Peebles made a brief visit to Egypt. Illustrated with photographs.",true
Three months in foreign lands.,"A wholesale dealer in dry goods, Wheeler circulated his letters to family and friends and was persuaded to publish them. Wheeler tells of the Wheeler family's (Mr., Mrs., and son Webb) two-week stay in Egypt with a proper measure of middle-class scorn and humor (""On arrival at Cairo we went directly to the hotel Continental ... At breakfast we asked for bacon and eggs, our usual breakfast, but the waiter said, 'No, will you have an omelet and coffee?' As we had to have that or nothing, we cheerfully took what we could get, and complied with the ways of the land"" p. 55). Wheeler does make some gross factual errors, placing the discovery of the Rosetta Stone at Philae for example, a bit of information probably related him by an overzealous guide. Illustrated with photographs of the Wheeler family in suits and long skirts in the blazing heat with pith helmets firmly on head. The Wheelers traveled to Egypt again in 1910 (q.v.).",true
Three months in the Soudan. Photographic plates.,"TraveUng with her step-daughter to visit her husband stationed in Egypt and thence on to the Sudan, Sartorius gives a brief account of Suez and Cairo. Illustrated with plates. Mostly concerned with the Sudan.",false
"Three years in the Libyan Desert travels, discoveries and excavations of the Menas expedition (Kaufmann expedition).","A detailed, though dry account of Falls' trip with a scientific expedition (the Menas Expedition or Carl Maria Kaufmann Expedition) through the Libyan Desert. Also visits Alexandria, the Natrum Lake area, and Siwa. Illustrated with photographs.",false
Through distant lands: diary of a tour round the world in 1886-7.,"On an around-the-world trip, Mrs. Macnaught stopped in Suez, Cairo and Luxor. Diary style entries. Brief account.",false
Through Egypt in war-time.,"A fascinating, detailed account of the military actions in Egypt from a personal point of view, with a minimum of military jargon. Briggs also visited many parts of Egypt on leave. Illustrated with photographs.",true
"Through Egypt, Palestine, and Syria.",No info. CITED IN HILMY.,false
Through isle and empire.,The isle is Britain and the Empire British. D'Humieres attempts to get at what makes the British British in a very good book. The brief section on Egypt (approximately 31 pages) is mostly impression- istic. This edition is prefaced with a letter from Rudyard Kipling dated August 1904.,true
"Through Palestine with tent and donkey, and travels in other lands.","A good, basic account of Port Said and Cairo. ""The exquisite coloring of Egypt with which nature paints all aspects cannot perhaps be duplicated anywhere else in the world,"" p. 32. Harris was the editor of the Baltimore Southern Methodist where these letters first appeared. Illustrated with photographs.",false
Tierras lejanas.,No info.,true
Tierras lejanas.,"A detailed account of Alexandria, Cairo, and the Suez area. Illustrated with photographs.",true
Time exposure; the autobiography of William Henry Jackson.,"William Henry Jackson, the great pioneer photographer of the American West, visited Egypt as part of his world tour in 1894. Stopping in Egypt, he traveled up the Nile to Memphis, and then overland to the Suez area before continuing on to Ceylon. In his autobiography, Egypt gets only a brief mention. The original glass plate negatives of the Egyptian trip may be found at the Library of Congress.",false
"To Jerusalem through the lands of Islam among Jews, Christians, and Moslems.","The wife of the controversial French churchman Hyacinthe Loyson (excommunicated for his radical views in 1869), Loyson and her husband traveled throughout North Africa and the Middle East in the years 1895-96. Meeting with Christians, Jews, Moslems, and Copts, the Loysons found them all to be the children of God. The Loysons are among the few travelers with something good to say about the Islamic religion (""As to Moslems, — happily their sublime faith and innate sobriety make them proof against our influence,"" p. 256). Evangelical in tone, but a very good book. Illustrated with photographs.",true
"“N.P. Kondakoff.” In Voyageurs russe en Egypte, pp. 261-277. Cairo: IFAO, 1972.",,false
"tour made in the summer of 1914, just before the world-wide war.","A basic account of Egypt and its associations with the Bible. Oliver visited Alexandria, Cairo, and the Suez area. Illustrated with photographs.",true
"Toward the sunrise: being sketches of travel in Europe & the East. To which is added a memorial sketch of the Rev. William Morley Punshon, Ll.D.",A basic description of the sights in Alexandria and Cairo with a long account of Egyptian history. First appeared as letters in the Guardian. Illustrated.,false
Towards the rising sun; a story of travel and adventure.,"Visiting Cairo, Luxor, and the Suez, Krausz gives a basic account of the usual sights. ""There is no better educator for the inexperi- enced and no greater pleasure for the intellectual than travel,"" p. 6(b).",true
"Tracks of a tenderfoot In Africa, Asia and Europe.","An attempt at a humorous account of traveling through Egypt that sometimes works. Morrill visited Alexandria, Cairo, and Luxor. “I’ve been to Egypt and feel that anything less than a mile high and a million years old is not worth looking at,” p. 49. Morrill visted Egypt again in 1912(?)",true
Travel notes of an octogenarian.,"On an around-the-world trip, Smith, at age 87, stops briefly in Alexandria and the Suez Canal area before going on to the Holy Land.",true
travel of forty thousand miles.,"On an around-the-world trip, Clark gives a full account of his first visit to Egypt when he visited Alexandria and Cairo. Good account of the Pyramids. Traveled with wife, Harriet Elizabeth (Abbot) Clark. Illustrated.",true
Traveling alone.,"""I've done the Pyramids. Having been warned most particularly not on any account to go the Pyramids alone, of course that was the very thing I did,"" p. 152. A lively, but brief account of Leland's trip to Cairo, Suez and Port Said. Illustrated.",false
Travels and experiences in other lands.,"""Although the leading religion is Mohammedanism, the way seems to be opening the gospel of Jesus Christ, and doubtless a good work can be done there by gospel workers who are filled with the Holy Spirit, and who preach and practice the full gospel,"" p. 193. A brief trip to Alexandria and Cairo, where Byrum stays just long enough to see the Pyramids. Includes many Biblical quotations. Egypt was a stop on his around-the-world trip. Illustrated with photographs.",false
Travels and observations in the Orient and a hasty flight in the countries of Europe.,"A brief account (mostly of the Pyramids), of Harriman's trip to Alexandria, Cairo, and Suez, before continuing on to the Holy Land. Traveled with William D. Chandler.",false
"Travels in Egypt (December 1880 to May 1891) letters of Charles Edwin Wilbour, edited by Jean Capart","Wilbour, an amateur Egyptologist whose collections later founded the great collection of Egyptian antiquities in the Brooklyn Museum, traveled throughout Egypt on numerous expeditions for over a decade. Meeting with famous personages from Egyptology (Masparo, Brugsch), he gives an intimate account of life in Egypt for the archaeologist, told in letters to his family in the United States. Includes the stories of his adventures in buying the antiquities as well as other going-ons of the men and women who uncovered Egypt’s past in the late nineteenth century as well as the others who came just to visit: “1 have been to the hotel where they are preparing to receive the real sovereign of Egypt, Lord Dufferin. He is expected at seven to-night and the hotel entrance will be brilliant with colored lanterns. Mustapha has a line of palm branches planted and he can use the same framework he had for the little Prince-of-Wales-boys last year” (21 March 1883), p 236",false
Travels in the Far East.,"With just a brief stop in Port Said and Cairo before going on to India, Peck shops in Cairo, visits the mosques and Coptic churches, and the Egyptian museum. A short visit, told in letters to her daughter. Illustrated with photographs.",true
Travels in the Upper Egyptian deserts.,"“The Upper Egyptian desert is a country known only to a very few,” p. 3. Weigall, the Inspector General of Upper Egypt, Department of Antiquities, tries to make the area a little better known through this account of his travels. Includes a great deal of archaeological detail. Some chapters appeared in Blackwood’s Magazine. Illustrated with photographs.",true
"Twenty thousand miles by land and sea. Experiences and scenes in Europe, Turkey, Egypt, and Palestine.","A highly overwritten and overwrought account of Egypt, filled with facts and history. Pennock visited Alexandria, Cairo, Luxor, and the Nile to Aswan. Illustrated with photographs.",false
Ueber lander und meere.,"On an around-the- world trip, Escher sees the usual sights in Alexandria, Cairo and Port Said before going off to the Holy Land. Numerous Biblical references. Illustrated.",true
Um den Suezkanal.,"A detailed account, from the German perspective, of the military actions in Egypt during the First World War. Forster visited only the Sinai.",true
Um die Erde: Reisebriefe und Aufzeichnungen.,"On an around-the-world trip, Zypen visits Port Said, Suez, Cairo, Luxor and the Nile to Aswan. A brief, basic account. Illustrated with photographs.",false
Un hiver au Caire. Journal de voyage en Egypte par Mme Lee Childe.,No info. CITED IN WILBOUR.,false
Under crescent and star.,"A lieutenant-colonel, Haggard gives the officer's point of view of Gordon's rescue in 1882-83. Filled with army talk and military matters, Haggard's is often a dull book. ""It was indeed very gratifying to us English officers, who had been serving for three years or so with Egyptian troops, during which time we had been so accustomed to hear them continually abused as scoundrels of the deepest dye, that our men had at last been able to obtain from an English General of so high a character as General Stephenson the recognition that they were indeed well worthy of the name soldiers,"" p. 385.",true
Under eastern skies: the record of a pleasant journey through Bible lands.,"On an around-the- world trip, Herbruck stopped in Alexandria, Cairo and Suez. ""I could not help but feel sad as I saw thousands of poor, half-clad people laying about the streets, and especially was my sympathy aroused for the poor children,"" p. 58. Good, basic account. Illustrated.",true
Under Egypt's skies.,"A very overwritten account, privately printed by Kenyon V. Painter. Traveling from Cairo to Abu Simbel, the author does show a great love for the Egypt of the antiquities: ""There came a day when the Song of Memnon was finished, his voice silent; but over on the hills-of Eos the sunrise comes in undimmed glory, and over the plains of Thebes the dewy tears of Eos fall in glistening drops of refreshment upon the grateful clover round the spirit- forsaken Colossi,"" p. 69.",true
Under ten flags An historical pilgrimage.,"A basic account of the usual sights with an instructional, Biblical slant; written for children. Sweeney visited Alexandria, Cairo, and Port Said. Illustrated.",true
Under twelve flags.,Brief account of Alexandria and Cairo. Mostly a history of Egypt.,false
"Unter der Sonne Oberdgyptens, neben den Pfaden der Wissen- schaft: mit 44 Dreifarbenbildern und 133 Netz-Atzungen nach photographischen Naturaufnahmen des Verfassers.","Port Said, Cairo, the Nile to Aswan and Wadi Haifa, and Alexandria are described by Miethe in this account of the usual sights. A bit guidebookish. Illustrated with photographs.",false
Upper room letters from Bible lands.,"""On this interesting spot [Heliopolis] I found my first live scarab, the sacred beetle of Egypt, and am bringing it home to one of the naturalists among you,"" p. 72. A well done, interesting account in letter form, by Iden to the Upper Room Bible Class of Emporia, Kansas. Illustrated with photographs.",false
Utazas a keleten. Translated by Gyorgy Brankovics. Budapest:,"Visited Alexandria, Cairo, Fayyum, the Nile to Aswan, and Port Said. Mostly Lower Egypt. UNREAD.",false
Vent' anni in Egitto ricordi di Filippo Pasquinelli.,No info. CITED IN WILBOUR.,false
Vers I'Orient.,No info.,false
Via Cornwall to Egypt.,No info. CITED IN HILMY.,false
Viaje en torno al mundo por un “Chileno” (julio 1880-julio 1882).,"On an around-the-world trip, Rio visited the Red Sea, Cairo, Alexandria, and Port Said. A brief account of a few sights in each area.",false
Viaje por los paises biblicos.,"Soler, the archbishop of Montevideo, made a brief trip to Egypt (Alexandria, Cairo, and Port Said) before continuing on to the Holy Land. Illustrated.",false
Vingt mille lieues a travers le monde.,"On an around-the-world trip, Deschamps visited Alexandria, Cairo, Suez and Aswan. Good, journalistic account, visiting the usual sights. ""Alexandrie possede de jolis types de femmes; c'est surtout a la sortie de la messe grecque que Ton pent admirer ces visages d'une perfection accomplie,"" p. 165.",true
"Visions de route: promenade autour du monde avec S.A.I, le grand-due Boris de Russie.","The author, Grand Due Boris, and a large entourage travel around the world, stopping in Egypt (Port Said, Gairo to Aswan), seeing the usual sights. A fascinating account of the Grand Duke's trip, with many court stories and comments on their Gook's tour. Illustrated with photographs.",false
"Voices from the Orient, or, The testimony of the monuments of the recent historical and topographical discoveries: and of the customs and traditions of the people in the Orient to the veracity of the sacred record.","Visiting Alexandria, Cairo, Luxor, and traveling up the Nile to Aswan, Burnfield gives a very detailed. Biblically-oriented ac- count of Egypt. Includes a long chapter on the future of Egypt. Illustrated.",true
Vospominanie o poiezdkie,Koptev visited Alexandria and Cairo before continuing on to the Holy Land.,false
Vospominaniia o sviatykh miestakh vostoka.,"Nikanor traveled extensively. This volume, which brings together a number of his travels, devotes one section to his account of Alexandria and Cairo. Illustrated with photographs and prints.",false
Wanderfahrten und Wallfahrten im Orient.,"A basic account of Alexandria, Cairo, and the Suez area. Keppler was the bishop of Rottenburg. Illustrated with photographs.",true
"Wandering in Bible lands: notes of travel in Italy, Greece,","Brief account of Alexandria, Cairo, Luxor, and the Nile to Aswan. Miller visited again in 1895. Illustrated with sketches by the author.",false
"Warm corners in Egypt, by one who was in them","The “warm corners” are “tight spots” and not the tombs in the Valley of the Kings in August. Goodall, in Her Majesty’s service, got into and out of “warm corners” in Alexandria, Cairo, the Fayyum during the troubles of 1881-82. “During my sojourn in Egypt it was my destiny to see the grave close over the calm faces of my, many friends, both Moslem and Christian, whose names I shall cherish as long as I live,” p. 255.",false
Wayfarers in the Libyan Desert.,"A pair of women (the author and Lady Evelyn Cobbold, q.v.) travel alone on a nineteen-day trip with only Bedouin guides across the desert from Cairo to the Fayyum. They stopped along the way at the Pyramids and Saqqara. A good httle adventure, even though at this late a date, it was not that dangerous. ""After nineteen days of the simple life it is with mixed feelings that we enter again the rush and turmoil of civilization. What have the past days held for us but endless variety, beauty, color, and interest; and every hour has had its charm. Truly the desert, like the sea, 'washes away the cares of me,' "" p. 257. Illustrated with photographs. ""Note: Prepared jointly by Lady Evelyn Cobbold and Frances Gordon Alexander. The American edition appeared under Mrs. Alexan- der's name, the English under Lady Evelyn Cobbold's, the text differing slightly.""",true
Wayfarers in the Libyan Desert.,"A word-for-word repeat of Frances Gordon Alexander's work (q.v.). The women apparently wrote the book together and then issued it in their respective countries under their name only. This version has slightly fewer photographs in it, otherwise, it is exactly the same. ""Note: Prepared jointly by Lady Evelyn Cobbold and Frances Gordon Alexander. The American edition appeared under Mrs. Alexander's name, the English under Lady Evelyn Cobbold's, the text differing slightly.""",false
We two alone in Europe.,"""One may wax sentimental on some themes, but not over a city like Alexandria,"" p. 217. A brief, fun account of Egypt (Alexandria, Cairo and the Nile to Luxor) written by Game well, who traveled with another young girl, L.R.P. Illustrated with engravings.",true
Whirl around the world.,"On an around-the- world trip aboard the Cleveland, Norfleet, a ""Missouri Girl,"" makes a brief visit to Port Said and Cairo, giving basic account of both. Illustrated with photographs.",true
With the camel corps up the Nile.,"Organized to relieve Gordon's forces at Khartoum, the camel corps left Dublin and received their mounts at a camp at the Pyramids. Gleichen gives an entertaining account of this odd outfit. The men and their camels left the Pyramids and sailed to Aswan where they visited Philae before continuing on into the Sudan. A good account of this strange little interlude in the disaster Gordon created.",true
Wonders of the world abroad; being some reminiscences of a trip around the world.,"Basic account of Egypt from Cairo to Luxor, and the Suez Canal. Includes little travel poems by the author; a fun book. Egypt was a stop on Rew's around-the-world trip. Illustrated with photographs.",false
Working my way around the world.,"Both of these are nearly the same, though the later edition was ""rewritten"" by Lena M. Franck. Both are Franck's chatty account of his around-the- world trip. A brief stop in Egypt. Illustrated with photographs.",true
Zamietki turista.,"Visited Alexandria, Cairo, Luxor and the Nile to Aswan. UN- READ.",false
Zu Land und See im Orient.,"Visiting Cairo, Luxor, and the Suez, Krausz gives a basic account of the usual sights. ""There is no better educator for the inexperi- enced and no greater pleasure for the intellectual than travel,"" p. 6(b).",true
A colored man abroad: what he saw and heard in the Holy Land and Europe.,"Pastor of the Tabernacle Baptist Church in Augusta, Georgia, Walker makes a brief stop in Egypt on his way to the Holy Land. ""Egypt has more persistent beggars than any other place on the globe. If a person hands you a drink of water he expects something in return; if one directs you or answers a question he expects pay; every hotel waiter, porter, clerk, and even the proprietor himself expects a fee on the departure of the guest,"" p. 76. Walker's account first appeared in the Augusta Sentinel. Illustrated.",false
